train_loss,train_acc_step,epoch,step,val_loss,val_acc_epoch,val_f1_epoch,val_auroc_epoch,train_acc_epoch,test_loss,test_acc_epoch,test_f1_epoch,test_auroc_epoch
0.49390521659587455,0.671875,0,49,,,,,,,,,
0.49631356202483495,0.671875,0,99,,,,,,,,,
,,0,124,0.38955018115265205,0.8083475232124329,0.8214285969734192,0.8694912791252136,,,,,
,,0,124,,,,,0.7382389903068542,,,,
0.2755164777036958,0.8125,1,149,,,,,,,,,
0.484345179920383,0.734375,1,199,,,,,,,,,
0.9773948439266439,0.5714285969734192,1,249,,,,,,,,,
,,1,249,0.3682321941130059,0.8021015524864197,0.8189827799797058,0.8798879981040955,,,,,
,,1,249,,,,,0.752327024936676,,,,
0.4395082455496391,0.828125,2,299,,,,,,,,,
0.6069023860960314,0.734375,2,349,,,,,,,,,
,,2,374,0.3917648204477076,0.7796110510826111,0.8041372299194336,0.883568286895752,,,,,
,,2,374,,,,,0.7695597410202026,,,,
0.5132840747381753,0.734375,3,399,,,,,,,,,
0.5739210135601751,0.6875,3,449,,,,,,,,,
0.25281596132049217,0.7857142686843872,3,499,,,,,,,,,
,,3,499,0.33884417728891875,0.792961835861206,0.8137049078941345,0.8906177878379822,,,,,
,,3,499,,,,,0.7825157046318054,,,,
0.32147443031717116,0.78125,4,549,,,,,,,,,
0.40047156562409886,0.78125,4,599,,,,,,,,,
,,4,624,0.33998919709926434,0.7995190620422363,0.8184238076210022,0.894951343536377,,,,,
,,4,624,,,,,0.7916980981826782,,,,
0.3332712361265022,0.796875,5,649,,,,,,,,,
0.38325065706291905,0.796875,5,699,,,,,,,,,
0.2633417578962754,1.0,5,749,,,,,,,,,
,,5,749,0.36610967322274013,0.8091909289360046,0.8256319761276245,0.8972846269607544,,,,,
,,5,749,,,,,0.795849084854126,,,,
0.5476988998765896,0.6875,6,799,,,,,,,,,
0.30080641241940287,0.90625,6,849,,,,,,,,,
,,6,874,0.3662583952965996,0.8138881921768188,0.829293966293335,0.8973090052604675,,,,,
,,6,874,,,,,0.8086792230606079,,,,
0.6284934110084799,0.71875,7,899,,,,,,,,,
0.3181851870345772,0.828125,7,949,,,,,,,,,
0.2728075525543892,0.8571428656578064,7,999,,,,,,,,,
,,7,999,0.4033932779956648,0.81797856092453,0.83228600025177,0.89720618724823,,,,,
,,7,999,,,,,0.8152201175689697,,,,
0.351912470556476,0.828125,8,1049,,,,,,,,,
0.3962142175460728,0.8125,8,1099,,,,,,,,,
,,8,1124,0.3450427888899965,0.8222100734710693,0.8355792760848999,0.8988512754440308,,,,,
,,8,1124,,,,,0.8212578892707825,,,,
0.2880042669880632,0.875,9,1149,,,,,,,,,
0.24733360492239392,0.90625,9,1199,,,,,,,,,
0.06267612031526272,1.0,9,1249,,,,,,,,,
,,9,1249,0.3207019917228122,0.824346125125885,0.8370721340179443,0.9015995264053345,,,,,
,,9,1249,,,,,0.8215094208717346,,,,
0.4056220811544943,0.8125,10,1299,,,,,,,,,
0.18126263408939317,0.90625,10,1349,,,,,,,,,
,,10,1374,0.3191907274960939,0.8231220245361328,0.8362004160881042,0.9039073586463928,,,,,
,,10,1374,,,,,0.8290566205978394,,,,
0.3117415561315989,0.84375,11,1399,,,,,,,,,
0.42849040800503163,0.796875,11,1449,,,,,,,,,
0.03927798825613501,1.0,11,1499,,,,,,,,,
,,11,1499,0.31164127069219993,0.8240436315536499,0.8368774652481079,0.9062968492507935,,,,,
,,11,1499,,,,,0.8271698355674744,,,,
0.24488032774704327,0.921875,12,1549,,,,,,,,,
0.4121424339657085,0.859375,12,1599,,,,,,,,,
,,12,1624,0.34086195555078697,0.8268249034881592,0.8389580249786377,0.9075555801391602,,,,,
,,12,1624,,,,,0.8301886916160583,,,,
0.4528858953600613,0.78125,13,1649,,,,,,,,,
0.27598026129146486,0.875,13,1699,,,,,,,,,
0.45670921999358505,0.8571428656578064,13,1749,,,,,,,,,
,,13,1749,0.3062597446763573,0.8286657333374023,0.8403928279876709,0.9092113375663757,,,,,
,,13,1749,,,,,0.8342138528823853,,,,
0.4256717456502857,0.84375,14,1799,,,,,,,,,
0.3689828368623532,0.84375,14,1849,,,,,,,,,
,,14,1874,0.3166834211934784,0.8305612206459045,0.8418848514556885,0.9104377031326294,,,,,
,,14,1874,,,,,0.8372327089309692,,,,
0.4255022420775407,0.828125,15,1899,,,,,,,,,
0.2772990659986031,0.921875,15,1949,,,,,,,,,
0.033524477848383055,1.0,15,1999,,,,,,,,,
,,15,1999,0.3194509375326943,0.8323327898979187,0.8432673215866089,0.9115707874298096,,,,,
,,15,1999,,,,,0.8405031561851501,,,,
0.48257226890535754,0.78125,16,2049,,,,,,,,,
0.30566613733659087,0.859375,16,2099,,,,,,,,,
,,16,2124,0.3269472113618665,0.8342135548591614,0.8447499871253967,0.9122804403305054,,,,,
,,16,2124,,,,,0.8379874229431152,,,,
0.4027339601391144,0.8125,17,2149,,,,,,,,,
0.1238956148239673,0.96875,17,2199,,,,,,,,,
0.10469488764214742,1.0,17,2249,,,,,,,,,
,,17,2249,0.3525997636699525,0.8349630832672119,0.8452614545822144,0.9121980667114258,,,,,
,,17,2249,,,,,0.8455345630645752,,,,
0.3277904854681638,0.875,18,2299,,,,,,,,,
0.31096695233955546,0.828125,18,2349,,,,,,,,,
,,18,2374,0.3679191163127487,0.8365557193756104,0.8463845252990723,0.9126753807067871,,,,,
,,18,2374,,,,,0.8450314402580261,,,,
0.28738445777702226,0.890625,19,2399,,,,,,,,,
0.4720455687914106,0.8125,19,2449,,,,,,,,,
0.4758764909631395,0.7142857313156128,19,2499,,,,,,,,,
,,19,2499,0.3280682766201285,0.8373832106590271,0.8470200300216675,0.9131448268890381,,,,,
,,19,2499,,,,,0.847798764705658,,,,
0.35390434241375085,0.859375,20,2549,,,,,,,,,
0.20110263079858998,0.890625,20,2599,,,,,,,,,
,,20,2624,0.34164392182848846,0.8388808369636536,0.8481512665748596,0.9136776328086853,,,,,
,,20,2624,,,,,0.8508176207542419,,,,
0.25380467566840254,0.90625,21,2649,,,,,,,,,
0.263397020070564,0.875,21,2699,,,,,,,,,
0.3253666992050128,0.8571428656578064,21,2749,,,,,,,,,
,,21,2749,0.3386800720420399,0.840303897857666,0.8492326736450195,0.9141052961349487,,,,,
,,21,2749,,,,,0.8527044057846069,,,,
0.2536206349332813,0.953125,22,2799,,,,,,,,,
0.19119092359643508,0.9375,22,2849,,,,,,,,,
,,22,2874,0.34024053229785434,0.8412518501281738,0.8499630689620972,0.9145212173461914,,,,,
,,22,2874,,,,,0.8561006188392639,,,,
0.196678329662035,0.953125,23,2899,,,,,,,,,
0.21146865034725154,0.90625,23,2949,,,,,,,,,
0.25118010802245627,0.8571428656578064,23,2999,,,,,,,,,
,,23,2999,0.3552906121515882,0.8422333598136902,0.8506981134414673,0.9146333932876587,,,,,
,,23,2999,,,,,0.8523270487785339,,,,
0.4903111212130941,0.796875,24,3049,,,,,,,,,
0.27171504997902046,0.890625,24,3099,,,,,,,,,
,,24,3124,0.336017160256602,0.8428668975830078,0.8511384725570679,0.9148049354553223,,,,,
,,24,3124,,,,,0.8508176207542419,,,,
0.43430704361310823,0.8125,25,3149,,,,,,,,,
0.3673446966824545,0.875,25,3199,,,,,,,,,
0.5848534891672096,0.7857142686843872,25,3249,,,,,,,,,
,,25,3249,0.31813950551691383,0.8438494205474854,0.8518961668014526,0.9153503179550171,,,,,
,,25,3249,,,,,0.8549685478210449,,,,
0.3228572946664348,0.84375,26,3299,,,,,,,,,
0.30113126605959817,0.84375,26,3349,,,,,,,,,
,,26,3374,0.31660328051886627,0.8445428609848022,0.8524289727210999,0.9158915281295776,,,,,
,,26,3374,,,,,0.8563522100448608,,,,
0.24738466300783402,0.90625,27,3399,,,,,,,,,
0.4388098938185394,0.8125,27,3449,,,,,,,,,
0.14785803187421562,0.9285714030265808,27,3499,,,,,,,,,
,,27,3499,0.3383559053250005,0.8454276919364929,0.8531152606010437,0.9162035584449768,,,,,
,,27,3499,,,,,0.8561006188392639,,,,
0.40076836795850074,0.8125,28,3549,,,,,,,,,
0.38809027608146657,0.890625,28,3599,,,,,,,,,
,,28,3624,0.3516776838604872,0.8462051153182983,0.8536876440048218,0.916171133518219,,,,,
,,28,3624,,,,,0.853962242603302,,,,
0.5869487756077814,0.703125,29,3649,,,,,,,,,
0.3971167822237296,0.796875,29,3699,,,,,,,,,
0.2585192526925431,0.8571428656578064,29,3749,,,,,,,,,
,,29,3749,0.33233608211893717,0.8454622030258179,0.8530426025390625,0.9161806702613831,,,,,
,,29,3749,,,,,0.8523270487785339,,,,
0.1759411683641867,0.9375,30,3799,,,,,,,,,
0.3822017420408868,0.84375,30,3849,,,,,,,,,
,,30,3874,0.3483003458921165,0.8453907370567322,0.8529411554336548,0.9160504341125488,,,,,
,,30,3874,,,,,0.8559748530387878,,,,
0.2647411696382155,0.859375,31,3899,,,,,,,,,
0.25116220861119504,0.875,31,3949,,,,,,,,,
0.23147784693944923,0.8571428656578064,31,3999,,,,,,,,,
,,31,3999,0.3454576949046358,0.845703125,0.8531343340873718,0.9159542322158813,,,,,
,,31,3999,,,,,0.8530817627906799,,,,
0.45614281557867276,0.78125,32,4049,,,,,,,,,
0.2843184087159382,0.84375,32,4099,,,,,,,,,
,,32,4124,0.34340632129671456,0.846350908279419,0.8536458611488342,0.9161868691444397,,,,,
,,32,4124,,,,,0.8559748530387878,,,,
0.3162590826379892,0.875,33,4149,,,,,,,,,
0.44068226949977785,0.8125,33,4199,,,,,,,,,
0.39250924147728977,0.7857142686843872,33,4249,,,,,,,,,
,,33,4249,0.3283387230306336,0.8468945026397705,0.8540778756141663,0.9164899587631226,,,,,
,,33,4249,,,,,0.8597484230995178,,,,
0.17393186114056042,0.953125,34,4299,,,,,,,,,
0.371753402531089,0.84375,34,4349,,,,,,,,,
,,34,4374,0.33120349495154316,0.8471115827560425,0.8542521595954895,0.9166526794433594,,,,,
,,34,4374,,,,,0.855471670627594,,,,
0.2134568484786577,0.875,35,4399,,,,,,,,,
0.29360424944269853,0.84375,35,4449,,,,,,,,,
0.211293205533615,0.9285714030265808,35,4499,,,,,,,,,
,,35,4499,0.35299708538323465,0.8461048603057861,0.8534098267555237,0.9164701104164124,,,,,
,,35,4499,,,,,0.8553459048271179,,,,
0.3457150416219282,0.8125,36,4549,,,,,,,,,
0.30135803412767437,0.84375,36,4599,,,,,,,,,
,,36,4624,0.33579799873404903,0.8466232419013977,0.8538060188293457,0.9166563749313354,,,,,
,,36,4624,,,,,0.8563522100448608,,,,
0.2725692053059,0.859375,37,4649,,,,,,,,,
0.2859264110755372,0.859375,37,4699,,,,,,,,,
0.1011262280692451,1.0,37,4749,,,,,,,,,
,,37,4749,0.32996122198908856,0.8469013571739197,0.8540380597114563,0.9168051481246948,,,,,
,,37,4749,,,,,0.8579874038696289,,,,
0.24150813665366874,0.921875,38,4799,,,,,,,,,
0.24870593601360225,0.890625,38,4849,,,,,,,,,
,,38,4874,0.3319616654822119,0.8473727703094482,0.854424238204956,0.9170413017272949,,,,,
,,38,4874,,,,,0.854716956615448,,,,
0.292348018723539,0.875,39,4899,,,,,,,,,
0.22620547330591667,0.890625,39,4949,,,,,,,,,
0.11644265223727275,1.0,39,4999,,,,,,,,,
,,39,4999,0.34222930977779104,0.8473596572875977,0.8543968200683594,0.9170434474945068,,,,,
,,39,4999,,,,,0.8557232618331909,,,,
0.4515842778259761,0.828125,40,5049,,,,,,,,,
0.3047138697881926,0.953125,40,5099,,,,,,,,,
,,40,5124,0.34764028568944544,0.8478079438209534,0.8547312617301941,0.9171270132064819,,,,,
,,40,5124,,,,,0.8596226572990417,,,,
0.3045334729577473,0.859375,41,5149,,,,,,,,,
0.24873381251561144,0.921875,41,5199,,,,,,,,,
0.1898540868469606,0.9285714030265808,41,5249,,,,,,,,,
,,41,5249,0.32977867306302516,0.8479243516921997,0.8548381924629211,0.9172821044921875,,,,,
,,41,5249,,,,,0.8617610335350037,,,,
0.3030341154271275,0.890625,42,5299,,,,,,,,,
0.17312815639126872,0.890625,42,5349,,,,,,,,,
,,42,5374,0.339819975007112,0.8484014868736267,0.8552130460739136,0.9174441695213318,,,,,
,,42,5374,,,,,0.8562264442443848,,,,
0.4213586190203775,0.859375,43,5399,,,,,,,,,
0.5309163002558139,0.765625,43,5449,,,,,,,,,
0.5297622396537183,0.7142857313156128,43,5499,,,,,,,,,
,,43,5499,0.33880436067642966,0.8486729264259338,0.855440616607666,0.9175077676773071,,,,,
,,43,5499,,,,,0.8642767071723938,,,,
0.3245553364111174,0.875,44,5549,,,,,,,,,
0.377613156011374,0.8125,44,5599,,,,,,,,,
,,44,5624,0.3412219954371673,0.8490122556686401,0.8557097911834717,0.9176181554794312,,,,,
,,44,5624,,,,,0.8626415133476257,,,,
0.30845627261492387,0.875,45,5649,,,,,,,,,
0.3320166907580121,0.796875,45,5699,,,,,,,,,
0.2378482419387008,0.9285714030265808,45,5749,,,,,,,,,
,,45,5749,0.34373875231123563,0.8493466973304749,0.8559700846672058,0.9177022576332092,,,,,
,,45,5749,,,,,0.8627672791481018,,,,
0.5260160094423689,0.71875,46,5799,,,,,,,,,
0.24618361715554843,0.90625,46,5849,,,,,,,,,
,,46,5874,0.34513466918595326,0.8495233058929443,0.8560993075370789,0.9177471399307251,,,,,
,,46,5874,,,,,0.8615094423294067,,,,
0.32866799885695086,0.8125,47,5899,,,,,,,,,
0.31300580444990855,0.875,47,5949,,,,,,,,,
0.16223947352465087,0.9285714030265808,47,5999,,,,,,,,,
,,47,5999,0.3429979626203905,0.8497956395149231,0.8563024997711182,0.9178563356399536,,,,,
,,47,5999,,,,,0.8628931045532227,,,,
0.1950701939966614,0.921875,48,6049,,,,,,,,,
0.2852441716860332,0.875,48,6099,,,,,,,,,
,,48,6124,0.3527188375869062,0.8499742746353149,0.8564374446868896,0.9178377389907837,,,,,
,,48,6124,,,,,0.8651572465896606,,,,
0.3049943616224229,0.859375,49,6149,,,,,,,,,
0.36659455540673996,0.828125,49,6199,,,,,,,,,
0.16541752147092087,0.8571428656578064,49,6249,,,,,,,,,
,,49,6249,0.3449350423977,0.8501097559928894,0.856535017490387,0.9178708791732788,,,,,
,,49,6249,,,,,0.8650314211845398,,,,
0.46062978457597303,0.796875,50,6299,,,,,,,,,
0.31467427714107166,0.859375,50,6349,,,,,,,,,
,,50,6374,0.3399161094062281,0.850089967250824,0.8565179705619812,0.9179131388664246,,,,,
,,50,6374,,,,,0.8608804941177368,,,,
0.16972323479624052,0.9375,51,6399,,,,,,,,,
0.3257502512112355,0.796875,51,6449,,,,,,,,,
0.4090156864228497,0.7857142686843872,51,6499,,,,,,,,,
,,51,6499,0.34302146511685233,0.8502786159515381,0.8566861152648926,0.9179728031158447,,,,,
,,51,6499,,,,,0.8628931045532227,,,,
0.25089749987632054,0.875,52,6549,,,,,,,,,
0.2051924257011031,0.890625,52,6599,,,,,,,,,
,,52,6624,0.34118895386056686,0.8504601716995239,0.856850266456604,0.9180351495742798,,,,,
,,52,6624,,,,,0.8675471544265747,,,,
0.29496895259886025,0.828125,53,6649,,,,,,,,,
0.16659304374623476,0.9375,53,6699,,,,,,,,,
0.22007237643345048,0.8571428656578064,53,6749,,,,,,,,,
,,53,6749,0.34439230908503826,0.8506432771682739,0.8570083975791931,0.9180886745452881,,,,,
,,53,6749,,,,,0.8664150834083557,,,,
0.24803347745452398,0.890625,54,6799,,,,,,,,,
0.36730213221298674,0.828125,54,6849,,,,,,,,,
,,54,6874,0.3420990813085719,0.8508607149124146,0.8571831583976746,0.9181599020957947,,,,,
,,54,6874,,,,,0.8618867993354797,,,,
0.3193742658297367,0.859375,55,6899,,,,,,,,,
0.2885635343277537,0.890625,55,6949,,,,,,,,,
0.290928071114255,0.8571428656578064,55,6999,,,,,,,,,
,,55,6999,0.34405771067980445,0.8510140776634216,0.8573165535926819,0.9181703329086304,,,,,
,,55,6999,,,,,0.8638993501663208,,,,
0.3944843704310494,0.84375,56,7049,,,,,,,,,
0.22237490249698677,0.875,56,7099,,,,,,,,,
,,56,7124,0.34035929214580996,0.8511542081832886,0.8574431538581848,0.9182147979736328,,,,,
,,56,7124,,,,,0.8608804941177368,,,,
0.24450773547123583,0.890625,57,7149,,,,,,,,,
0.2217631878751753,0.859375,57,7199,,,,,,,,,
0.41171925130018977,0.7857142686843872,57,7249,,,,,,,,,
,,57,7249,0.34011453330997254,0.8513127565383911,0.8575866222381592,0.9182666540145874,,,,,
,,57,7249,,,,,0.8621383905410767,,,,
0.18080307218796457,0.921875,58,7299,,,,,,,,,
0.35444580240885104,0.796875,58,7349,,,,,,,,,
,,58,7374,0.3410790527597565,0.8514735698699951,0.8577315211296082,0.9183147549629211,,,,,
,,58,7374,,,,,0.8641509413719177,,,,
0.2935126635888792,0.84375,59,7399,,,,,,,,,
0.414627344152145,0.796875,59,7449,,,,,,,,,
0.22392904044011552,0.9285714030265808,59,7499,,,,,,,,,
,,59,7499,0.3421828396403042,0.8516215682029724,0.8578633666038513,0.9183573126792908,,,,,
,,59,7499,,,,,0.8632704615592957,,,,
0.2067613950658421,0.921875,60,7549,,,,,,,,,
0.23536714817257748,0.90625,60,7599,,,,,,,,,
,,60,7624,0.34178158955064336,0.8517646789550781,0.8579909801483154,0.9183977246284485,,,,,
,,60,7624,,,,,0.8642767071723938,,,,
0.17083396619183996,0.90625,61,7649,,,,,,,,,
0.23024202108204722,0.90625,61,7699,,,,,,,,,
0.24397529469592055,0.8571428656578064,61,7749,,,,,,,,,
,,61,7749,0.34183831588379787,0.8519032001495361,0.85811448097229,0.9184396266937256,,,,,
,,61,7749,,,,,0.8652830123901367,,,,
0.3774371429936652,0.84375,62,7799,,,,,,,,,
0.31140622711362187,0.828125,62,7849,,,,,,,,,
,,62,7874,0.3415703451760792,0.8520373106002808,0.8582340478897095,0.9184810519218445,,,,,
,,62,7874,,,,,0.8657861351966858,,,,
0.2685380380963799,0.921875,63,7899,,,,,,,,,
0.2516273756718463,0.890625,63,7949,,,,,,,,,
0.4288031353855237,0.7142857313156128,63,7999,,,,,,,,,
,,63,7999,0.3416701424433428,0.8521672487258911,0.8583499193191528,0.9185210466384888,,,,,
,,63,7999,,,,,0.8655346035957336,,,,
0.30165468257473826,0.875,64,8049,,,,,,,,,
0.2647046216405049,0.859375,64,8099,,,,,,,,,
,,64,8124,0.3416701424433428,0.8522931933403015,0.8584622144699097,0.9185600280761719,,,,,
,,64,8124,,,,,0.8631446361541748,,,,
0.2906632946400318,0.84375,65,8149,,,,,,,,,
0.19508976364136807,0.9375,65,8199,,,,,,,,,
0.1479535502611722,1.0,65,8249,,,,,,,,,
,,65,8249,0.3416912179701978,0.8524153232574463,0.8585711121559143,0.918598473072052,,,,,
,,65,8249,,,,,0.8636478185653687,,,,
0.22781553109138142,0.875,66,8299,,,,,,,,,
0.21446010887521938,0.90625,66,8349,,,,,,,,,
,,66,8374,0.3418705804856321,0.8525338172912598,0.8586768507957458,0.9186348915100098,,,,,
,,66,8374,,,,,0.8625157475471497,,,,
0.19309933189266526,0.90625,67,8399,,,,,,,,,
0.29206921171609057,0.796875,67,8449,,,,,,,,,
0.7554855226206934,0.5714285969734192,67,8499,,,,,,,,,
,,67,8499,0.3418392483144786,0.8526487946510315,0.8587794303894043,0.9186727404594421,,,,,
,,67,8499,,,,,0.8617610335350037,,,,
0.23590230949194718,0.890625,68,8549,,,,,,,,,
0.29054240037341783,0.84375,68,8599,,,,,,,,,
,,68,8624,0.3415966342374217,0.8527669906616211,0.8588844537734985,0.9187142252922058,,,,,
,,68,8624,,,,,0.8625157475471497,,,,
0.2784168576731669,0.84375,69,8649,,,,,,,,,
0.3790705035019007,0.84375,69,8699,,,,,,,,,
0.146825813475317,0.9285714030265808,69,8749,,,,,,,,,
,,69,8749,0.3420122581709172,0.8528753519058228,0.8589794039726257,0.9187531471252441,,,,,
,,69,8749,,,,,0.8612578511238098,,,,
0.3789422115301512,0.796875,70,8799,,,,,,,,,
0.32240245814524404,0.859375,70,8849,,,,,,,,,
,,70,8874,0.34357992175878255,0.8530060648918152,0.8590943217277527,0.918785035610199,,,,,
,,70,8874,,,,,0.8675471544265747,,,,
0.19737728147733932,0.9375,71,8899,,,,,,,,,
